ORDER_ID,PLANTPRODCUST_ID,PORTCARRIER_ID,ORDER_DATE,MONTH_NUM,MONTH_NAME,QUARTER,YEAR
1447398415,59880,63253,0018-02-11,2,Feb,1,2018
1447191291,59880,63253,0018-07-07,7,Jul,3,2018
1447202234,59880,63253,0018-01-17,1,Jan,1,2018
1447260620,63056,63253,0018-10-14,10,Oct,4,2018
1447143192,59880,63253,0018-05-20,5,May,2,2018
1447241008,59880,63253,0018-11-02,11,Nov,4,2018
1447155059,63056,63253,0018-05-22,5,May,2,2018
1447232834,59880,63253,0018-05-29,5,May,2,2018
1447178730,63056,63253,0018-07-05,7,Jul,3,2018
1447308638,63056,63253,0018-09-05,9,Sep,3,2018
1447143211,59880,63253,0018-11-25,11,Nov,4,2018
1447254054,63056,63253,0018-11-19,11,Nov,4,2018
1447170787,63056,63253,0018-01-23,1,Jan,1,2018
1447219267,63056,63253,0018-05-24,5,May,2,2018
1447296452,59880,63253,0018-06-26,6,Jun,2,2018
1447232836,63056,63253,0018-02-03,2,Feb,1,2018
1447138895,59880,63253,0018-05-11,5,May,2,2018
1447178731,59880,63253,0018-09-12,9,Sep,3,2018
1447138905,63056,63253,0018-06-18,6,Jun,2,2018
1447211523,63056,63253,0018-06-10,6,Jun,2,2018
1447364332,59880,63253,0018-08-22,8,Aug,3,2018
1447260626,59880,63253,0018-10-08,10,Oct,4,2018
1447398418,59880,63253,0018-04-10,4,Apr,2,2018
1447308588,59880,63253,0018-08-18,8,Aug,3,2018
1447202440,59880,63253,0018-04-20,4,Apr,2,2018
1447351443,59880,63253,0018-09-22,9,Sep,3,2018
1447158021,63056,63253,0018-06-16,6,Jun,2,2018
1447316598,59880,63253,0018-04-25,4,Apr,2,2018
1447155064,59880,63253,0018-12-06,12,Dec,4,2018
1447329979,59880,63253,0018-09-24,9,Sep,3,2018
1447191278,63056,63253,0018-04-01,4,Apr,2,2018
1447373139,59880,63253,0018-03-05,3,Mar,1,2018
1447363982,59880,63253,0018-03-14,3,Mar,1,2018
1447211524,63056,63253,0018-04-04,4,Apr,2,2018
1447202439,63056,63253,0018-10-24,10,Oct,4,2018
1447241230,63056,63253,0018-03-30,3,Mar,1,2018
1447143197,63056,63253,0018-04-11,4,Apr,2,2018
1447158022,59880,63253,0018-06-21,6,Jun,2,2018
1447170790,59880,63253,0018-02-22,2,Feb,1,2018
1447254059,59880,63253,0018-02-01,2,Feb,1,2018
1447316597,59880,63253,0018-09-24,9,Sep,3,2018
1447381636,59880,63253,0018-12-24,12,Dec,4,2018
1447178729,59892,63253,0018-12-05,12,Dec,4,2018
1447202433,59892,63253,0018-12-30,12,Dec,4,2018
1447138903,59892,63253,0018-05-31,5,May,2,2018
1447296449,59892,63253,0018-12-06,12,Dec,4,2018
1447296451,59892,63253,0018-10-24,10,Oct,4,2018
1447358736,59892,63253,0018-10-24,10,Oct,4,2018
1447202425,59892,63253,0018-01-18,1,Jan,1,2018
1447143196,59892,63253,0018-03-05,3,Mar,1,2018
1447202193,59892,63253,0018-02-25,2,Feb,1,2018
1447211522,59892,63253,0018-05-12,5,May,2,2018
1447158025,59892,63253,0018-05-09,5,May,2,2018
1447352432,59892,63253,0018-12-09,12,Dec,4,2018
1447155058,59892,63253,0018-04-16,4,Apr,2,2018
1447170794,59892,63253,0018-12-05,12,Dec,4,2018
1447191283,59892,63253,0018-01-27,1,Jan,1,2018
1447306623,62247,63295,0018-05-25,5,May,2,2018
1447306542,59333,63295,0018-11-11,11,Nov,4,2018
1447392841,59333,63295,0018-08-12,8,Aug,3,2018
1447306544,59333,63295,0018-08-31,8,Aug,3,2018
1447189596,62655,63295,0018-05-26,5,May,2,2018
1447189595,62655,63295,0018-10-21,10,Oct,4,2018
1447189594,62655,63295,0018-04-20,4,Apr,2,2018
1447405924,62655,63295,0018-03-28,3,Mar,1,2018
1447306545,62655,63295,0018-02-11,2,Feb,1,2018
1447182455,60283,63295,0018-07-30,7,Jul,3,2018
1447320770,60283,63295,0018-12-26,12,Dec,4,2018
1447317000,60283,63295,0018-12-31,12,Dec,4,2018
1447320724,59554,63295,0018-10-26,10,Oct,4,2018
1447306568,59554,63295,0018-06-25,6,Jun,2,2018
1447306638,59554,63295,0018-03-14,3,Mar,1,2018
1447399897,60654,63295,0018-09-11,9,Sep,3,2018
1447306541,60654,63295,0018-02-16,2,Feb,1,2018
1447306622,60654,63295,0018-11-30,11,Nov,4,2018
1447320842,60654,63295,0018-01-28,1,Jan,1,2018
1447399895,60654,63295,0018-09-10,9,Sep,3,2018
1447320824,61273,63295,0018-08-08,8,Aug,3,2018
1447418501,59374,63295,0018-03-01,3,Mar,1,2018
1447379298,61300,63295,0018-06-24,6,Jun,2,2018
1447269469,61300,63295,0018-07-05,7,Jul,3,2018
1447379326,61300,63295,0018-05-11,5,May,2,2018
1447269471,61300,63295,0018-07-08,7,Jul,3,2018
1447182454,61300,63295,0018-09-18,9,Sep,3,2018
1447379202,61300,63295,0018-10-17,10,Oct,4,2018
1447344846,59417,63295,0018-02-22,2,Feb,1,2018
1447412853,59417,63295,0018-08-13,8,Aug,3,2018
1447313127,59417,63295,0018-03-16,3,Mar,1,2018
1447320656,60186,63295,0018-02-09,2,Feb,1,2018
1447269470,60186,63295,0018-08-25,8,Aug,3,2018
1447182459,62987,63295,0018-01-13,1,Jan,1,2018
1447182461,59717,63295,0018-01-21,1,Jan,1,2018
1447410409,59717,63295,0018-06-29,6,Jun,2,2018
1447306546,59717,63295,0018-09-09,9,Sep,3,2018
1447403804,59717,63295,0018-09-26,9,Sep,3,2018
1447392327,59717,63295,0018-04-19,4,Apr,2,2018
1447392329,59717,63295,0018-03-01,3,Mar,1,2018
1447392328,59717,63295,0018-08-29,8,Aug,3,2018
1447320843,59304,63295,0018-09-03,9,Sep,3,2018
1447379299,59304,63295,0018-08-03,8,Aug,3,2018
1447399896,59304,63295,0018-01-01,1,Jan,1,2018
1447355126,59304,63295,0018-06-26,6,Jun,2,2018
1447379325,59304,63295,0018-01-23,1,Jan,1,2018
1447182475,60413,63295,0018-10-24,10,Oct,4,2018
1447182479,60413,63295,0018-08-20,8,Aug,3,2018
1447320825,61607,63295,0018-07-26,7,Jul,3,2018
1447405963,61607,63295,0018-06-15,6,Jun,2,2018
1447320802,59832,63295,0018-05-13,5,May,2,2018
1447306593,59832,63295,0018-06-23,6,Jun,2,2018
1447306625,59832,63295,0018-05-20,5,May,2,2018
1447405948,59832,63295,0018-01-02,1,Jan,1,2018
1447182482,62275,63295,0018-03-04,3,Mar,1,2018
1447405955,59628,63295,0018-09-18,9,Sep,3,2018
1447325922,59806,63295,0018-08-12,8,Aug,3,2018
1447182469,59806,63295,0018-11-12,11,Nov,4,2018
1447392876,59806,63295,0018-03-25,3,Mar,1,2018
1447325914,59806,63295,0018-11-07,11,Nov,4,2018
1447325916,59806,63295,0018-06-15,6,Jun,2,2018
1447269587,60690,63295,0018-02-10,2,Feb,1,2018
1447182481,60690,63295,0018-06-08,6,Jun,2,2018
1447406047,60690,63295,0018-04-06,4,Apr,2,2018
1447242979,61018,63295,0018-04-21,4,Apr,2,2018
1447340138,61018,63295,0018-09-18,9,Sep,3,2018
1447252497,61018,63295,0018-03-29,3,Mar,1,2018
1447340137,61018,63295,0018-05-31,5,May,2,2018
1447182464,62158,63295,0018-02-21,2,Feb,1,2018
1447405956,62158,63295,0018-02-22,2,Feb,1,2018
1447405946,60802,63295,0018-04-07,4,Apr,2,2018
1447365155,60802,63295,0018-01-03,1,Jan,1,2018
1447405962,60802,63295,0018-03-21,3,Mar,1,2018
1447316993,60802,63295,0018-10-05,10,Oct,4,2018
1447340136,60802,63295,0018-07-17,7,Jul,3,2018
1447331106,60802,63295,0018-08-17,8,Aug,3,2018
1447182477,60802,63295,0018-05-17,5,May,2,2018
1447325827,60802,63295,0018-05-27,5,May,2,2018
1447325826,60802,63295,0018-08-22,8,Aug,3,2018
1447320841,61532,63295,0018-04-09,4,Apr,2,2018
1447399894,61532,63295,0018-09-05,9,Sep,3,2018
1447405987,61532,63295,0018-04-21,4,Apr,2,2018
1447320771,61532,63295,0018-04-25,4,Apr,2,2018
1447182456,61532,63295,0018-09-29,9,Sep,3,2018
1447320772,61532,63295,0018-07-04,7,Jul,3,2018
1447327176,59313,63295,0018-02-21,2,Feb,1,2018
1447386266,59313,63295,0018-01-10,1,Jan,1,2018
1447306632,62562,63295,0018-02-06,2,Feb,1,2018
1447392848,62562,63295,0018-12-29,12,Dec,4,2018
1447182466,62562,63295,0018-03-05,3,Mar,1,2018
1447254155,62893,63295,0018-02-01,2,Feb,1,2018
1447392832,62893,63295,0018-05-23,5,May,2,2018
1447316604,62893,63295,0018-07-31,7,Jul,3,2018
1447182473,62893,63295,0018-04-15,4,Apr,2,2018
1447392846,62893,63295,0018-06-30,6,Jun,2,2018
1447182474,60168,63295,0018-10-30,10,Oct,4,2018
1447241594,60168,63295,0018-05-04,5,May,2,2018
1447392847,60168,63295,0018-03-08,3,Mar,1,2018
1447392833,60168,63295,0018-08-16,8,Aug,3,2018
1447182480,60168,63295,0018-04-27,4,Apr,2,2018
1447405934,60168,63295,0018-02-01,2,Feb,1,2018
1447182471,60168,63295,0018-03-06,3,Mar,1,2018
1447344845,60115,63295,0018-12-03,12,Dec,4,2018
1447412852,60115,63295,0018-12-17,12,Dec,4,2018
1447182468,59294,63295,0018-09-23,9,Sep,3,2018
1447182458,59294,63295,0018-10-24,10,Oct,4,2018
1447313125,60115,63295,0018-02-24,2,Feb,1,2018
1447405947,63032,63295,0018-03-02,3,Mar,1,2018
1447344844,59910,63295,0018-11-30,11,Nov,4,2018
1447182467,62082,63295,0018-09-22,9,Sep,3,2018
1447313124,59910,63295,0018-08-18,8,Aug,3,2018
1447182457,62082,63295,0018-03-13,3,Mar,1,2018
1447313126,62094,63295,0018-11-07,11,Nov,4,2018
1447306599,60526,63295,0018-05-27,5,May,2,2018
1447306598,59787,63295,0018-04-11,4,Apr,2,2018
1447343378,59787,63295,0018-02-05,2,Feb,1,2018
1447306540,59729,63295,0018-03-20,3,Mar,1,2018
1447306543,59729,63295,0018-04-04,4,Apr,2,2018
1447350176,59729,63295,0018-07-13,7,Jul,3,2018
1447397994,59729,63295,0018-09-30,9,Sep,3,2018
1447231068,61088,63295,0018-08-06,8,Aug,3,2018
1447306539,61088,63295,0018-11-19,11,Nov,4,2018
1447355122,61088,63295,0018-10-16,10,Oct,4,2018
1447240888,61088,63295,0018-06-23,6,Jun,2,2018
1447364832,61088,63295,0018-08-15,8,Aug,3,2018
1447240889,61088,63295,0018-06-01,6,Jun,2,2018
1447306547,62867,63295,0018-08-22,8,Aug,3,2018
1447372032,62867,63295,0018-03-04,3,Mar,1,2018
1447298091,62867,63295,0018-07-24,7,Jul,3,2018
1447182462,62867,63295,0018-10-24,10,Oct,4,2018
1447320773,62867,63295,0018-04-08,4,Apr,2,2018
1447405933,62867,63295,0018-02-21,2,Feb,1,2018
1447182478,62867,63295,0018-12-04,12,Dec,4,2018
1447182470,61115,63295,0018-12-02,12,Dec,4,2018
1447387682,61115,63295,0018-06-13,6,Jun,2,2018
1447182465,61025,63295,0018-08-27,8,Aug,3,2018
1447405925,59620,63295,0018-09-22,9,Sep,3,2018
1447320725,59620,63295,0018-12-13,12,Dec,4,2018
1447286437,59620,63295,0018-08-26,8,Aug,3,2018
1447189588,59591,63295,0018-08-21,8,Aug,3,2018
1447231071,59591,63295,0018-12-17,12,Dec,4,2018
1447182463,59591,63295,0018-03-26,3,Mar,1,2018
1447337605,59591,63295,0018-05-01,5,May,2,2018
1447344825,59591,63295,0018-02-05,2,Feb,1,2018
1447182453,62572,63295,0018-12-25,12,Dec,4,2018
1447327230,62572,63295,0018-04-08,4,Apr,2,2018
1447182472,61446,63295,0018-09-17,9,Sep,3,2018
1447182476,61446,63295,0018-04-20,4,Apr,2,2018
1447377331,60757,63295,0018-10-03,10,Oct,4,2018
1447306550,60757,63295,0018-11-23,11,Nov,4,2018
1447320801,60757,63295,0018-08-31,8,Aug,3,2018
1447377332,60757,63295,0018-08-28,8,Aug,3,2018
1447286434,60757,63295,0018-03-09,3,Mar,1,2018
1447286433,60757,63295,0018-12-07,12,Dec,4,2018
1447366430,60757,63295,0018-12-14,12,Dec,4,2018
1447320823,59883,63295,0018-04-17,4,Apr,2,2018
1447405949,59883,63295,0018-12-15,12,Dec,4,2018
1447182452,59883,63295,0018-06-14,6,Jun,2,2018
1447306624,59883,63295,0018-02-09,2,Feb,1,2018
1447262012,62842,63295,0018-06-28,6,Jun,2,2018
1447308835,59583,63295,0018-04-23,4,Apr,2,2018
1447261867,59339,63295,0018-02-20,2,Feb,1,2018
1447201701,59339,63295,0018-12-04,12,Dec,4,2018
1447356153,59339,63295,0018-08-05,8,Aug,3,2018
1447338332,59242,63295,0018-10-30,10,Oct,4,2018
1447308150,59242,63295,0018-08-28,8,Aug,3,2018
1447335437,59242,63295,0018-04-07,4,Apr,2,2018
1447262050,59224,63295,0018-03-26,3,Mar,1,2018
1447261869,60180,63295,0018-01-13,1,Jan,1,2018
1447404340,60180,63295,0018-09-11,9,Sep,3,2018
1447323414,60180,63295,0018-03-10,3,Mar,1,2018
1447384151,60180,63295,0018-01-20,1,Jan,1,2018
1447221634,60180,63295,0018-01-31,1,Jan,1,2018
1447340633,60180,63295,0018-10-30,10,Oct,4,2018
1447184596,60180,63295,0018-05-26,5,May,2,2018
1447278500,62895,63295,0018-02-20,2,Feb,1,2018
1447386297,62895,63295,0018-11-21,11,Nov,4,2018
1447182392,62895,63295,0018-06-24,6,Jun,2,2018
1447309255,62865,63295,0018-08-09,8,Aug,3,2018
1447396767,62865,63295,0018-01-31,1,Jan,1,2018
1447352019,62865,63295,0018-07-20,7,Jul,3,2018
1447352021,62865,63295,0018-07-07,7,Jul,3,2018
1447379197,62865,63295,0018-11-10,11,Nov,4,2018
1447359555,62865,63295,0018-04-13,4,Apr,2,2018
1447178244,62865,63295,0018-12-30,12,Dec,4,2018
1447317148,62865,63295,0018-02-13,2,Feb,1,2018
1447359554,62865,63295,0018-11-12,11,Nov,4,2018
1447352022,62865,63295,0018-08-30,8,Aug,3,2018
1447352018,62865,63295,0018-06-10,6,Jun,2,2018
1447352020,62865,63295,0018-04-24,4,Apr,2,2018
1447205762,59550,63295,0018-09-20,9,Sep,3,2018
1447205763,59550,63295,0018-05-25,5,May,2,2018
1447370682,59451,63295,0018-06-30,6,Jun,2,2018
1447372963,62645,63295,0018-12-21,12,Dec,4,2018
1447182403,62645,63295,0018-08-09,8,Aug,3,2018
1447234949,62027,63295,0018-07-26,7,Jul,3,2018
1447178062,62027,63295,0018-09-21,9,Sep,3,2018
1447388729,62027,63295,0018-06-16,6,Jun,2,2018
1447392217,59851,63295,0018-01-19,1,Jan,1,2018
1447193187,59834,63295,0018-06-15,6,Jun,2,2018
1447353695,62827,63295,0018-12-07,12,Dec,4,2018
1447352524,59408,63295,0018-04-22,4,Apr,2,2018
1447182398,59408,63295,0018-02-05,2,Feb,1,2018
1447278497,59408,63295,0018-12-20,12,Dec,4,2018
1447255584,59408,63295,0018-11-05,11,Nov,4,2018
1447332136,59408,63295,0018-11-28,11,Nov,4,2018
1447366887,59408,63295,0018-07-25,7,Jul,3,2018
1447234950,59408,63295,0018-09-15,9,Sep,3,2018
1447213261,61006,63295,0018-06-21,6,Jun,2,2018
1447201702,61710,63295,0018-01-07,1,Jan,1,2018
1447201700,61710,63295,0018-05-18,5,May,2,2018
1447182394,61343,63295,0018-11-22,11,Nov,4,2018
1447178243,61343,63295,0018-11-13,11,Nov,4,2018
1447182393,60659,63295,0018-10-20,10,Oct,4,2018
1447362579,60659,63295,0018-07-09,7,Jul,3,2018
1447410884,62759,63295,0018-11-02,11,Nov,4,2018
1447373506,60699,63295,0018-01-29,1,Jan,1,2018
1447393109,60699,63295,0018-12-31,12,Dec,4,2018
1447205898,59252,63295,0018-08-08,8,Aug,3,2018
1447261157,59252,63295,0018-12-27,12,Dec,4,2018
1447283772,59252,63295,0018-07-24,7,Jul,3,2018
1447216710,59252,63295,0018-09-27,9,Sep,3,2018
1447302786,59252,63295,0018-01-25,1,Jan,1,2018
1447283727,59252,63295,0018-01-28,1,Jan,1,2018
1447373433,59252,63295,0018-01-14,1,Jan,1,2018
1447389131,59252,63295,0018-05-17,5,May,2,2018
1447208346,59252,63295,0018-07-12,7,Jul,3,2018
1447266883,59252,63295,0018-08-31,8,Aug,3,2018
1447373503,60888,63295,0018-05-15,5,May,2,2018
1447401850,60888,63295,0018-03-27,3,Mar,1,2018
1447373491,60888,63295,0018-05-10,5,May,2,2018
1447373510,63136,63295,0018-06-17,6,Jun,2,2018
1447305018,61923,63295,0018-08-11,8,Aug,3,2018
1447373481,61923,63295,0018-02-11,2,Feb,1,2018
1447305017,61923,63295,0018-01-02,1,Jan,1,2018
1447373453,61923,63295,0018-06-11,6,Jun,2,2018
1447186295,60620,63295,0018-05-13,5,May,2,2018
1447201982,60620,63295,0018-06-10,6,Jun,2,2018
1447219347,60620,63295,0018-11-27,11,Nov,4,2018
1447186299,60620,63295,0018-01-15,1,Jan,1,2018
1447186296,60620,63295,0018-12-30,12,Dec,4,2018
1447201983,60620,63295,0018-12-27,12,Dec,4,2018
1447201985,60620,63295,0018-06-30,6,Jun,2,2018
1447219348,60620,63295,0018-12-12,12,Dec,4,2018
1447302857,59546,63295,0018-07-16,7,Jul,3,2018
1447373488,59546,63295,0018-09-30,9,Sep,3,2018
1447399142,59546,63295,0018-03-23,3,Mar,1,2018
1447373487,59546,63295,0018-10-22,10,Oct,4,2018
1447399141,59546,63295,0018-05-28,5,May,2,2018
1447373486,59546,63295,0018-01-06,1,Jan,1,2018
1447373464,59546,63295,0018-12-18,12,Dec,4,2018
1447219344,60415,63295,0018-11-21,11,Nov,4,2018
1447373480,60415,63295,0018-08-04,8,Aug,3,2018
1447373479,60415,63295,0018-11-13,11,Nov,4,2018
1447305011,60415,63295,0018-04-10,4,Apr,2,2018
1447402615,62725,63295,0018-07-04,7,Jul,3,2018
1447402565,62725,63295,0018-01-17,1,Jan,1,2018
1447402566,62725,63295,0018-11-21,11,Nov,4,2018
1447312218,60336,63295,0018-04-28,4,Apr,2,2018
1447309077,61029,63295,0018-01-22,1,Jan,1,2018
1447403222,62728,63295,0018-11-25,11,Nov,4,2018
1447403221,62728,63295,0018-05-12,5,May,2,2018
1447373476,60738,63295,0018-08-06,8,Aug,3,2018
1447179686,61773,63295,0018-12-24,12,Dec,4,2018
1447373461,62466,63295,0018-01-29,1,Jan,1,2018
1447373421,62650,63295,0018-01-30,1,Jan,1,2018
1447306774,62650,63295,0018-09-11,9,Sep,3,2018
1447309551,62650,63295,0018-11-13,11,Nov,4,2018
1447390885,62650,63295,0018-02-14,2,Feb,1,2018
1447375215,62650,63295,0018-09-02,9,Sep,3,2018
1447301467,62650,63295,0018-03-03,3,Mar,1,2018
1447229098,60154,63295,0018-09-20,9,Sep,3,2018
1447392971,59271,63295,0018-12-31,12,Dec,4,2018
1447373492,59271,63295,0018-02-24,2,Feb,1,2018
1447390899,59271,63295,0018-01-09,1,Jan,1,2018
1447390908,62590,63295,0018-05-21,5,May,2,2018
1447367647,62225,63295,0018-05-16,5,May,2,2018
1447375240,61369,63295,0018-02-07,2,Feb,1,2018
1447312217,61369,63295,0018-08-20,8,Aug,3,2018
1447312216,61369,63295,0018-07-11,7,Jul,3,2018
1447188612,61369,63295,0018-06-22,6,Jun,2,2018
1447401851,61369,63295,0018-01-30,1,Jan,1,2018
1447309076,61369,63295,0018-05-07,5,May,2,2018
1447373505,61369,63295,0018-10-18,10,Oct,4,2018
1447390890,61807,63295,0018-01-04,1,Jan,1,2018
1447390889,61807,63295,0018-05-22,5,May,2,2018
1447309594,61807,63295,0018-02-27,2,Feb,1,2018
1447410883,61807,63295,0018-01-01,1,Jan,1,2018
1447390891,61807,63295,0018-07-03,7,Jul,3,2018
1447410885,61807,63295,0018-04-21,4,Apr,2,2018
1447241521,60848,63295,0018-06-24,6,Jun,2,2018
1447241523,60848,63295,0018-02-19,2,Feb,1,2018
1447241522,60848,63295,0018-06-14,6,Jun,2,2018
1447194398,60848,63295,0018-05-08,5,May,2,2018
1447312472,60848,63295,0018-12-02,12,Dec,4,2018
1447312471,60848,63295,0018-07-04,7,Jul,3,2018
1447312470,60848,63295,0018-09-10,9,Sep,3,2018
1447373502,61784,63295,0018-12-20,12,Dec,4,2018
1447305239,61784,63295,0018-10-23,10,Oct,4,2018
1447194399,62765,63295,0018-12-14,12,Dec,4,2018
1447261164,62765,63295,0018-11-28,11,Nov,4,2018
1447219338,62403,63295,0018-03-30,3,Mar,1,2018
1447373478,61412,63295,0018-10-11,10,Oct,4,2018
1447373501,61412,63295,0018-07-07,7,Jul,3,2018
1447309595,60763,63295,0018-03-15,3,Mar,1,2018
1447211156,61675,63295,0018-05-18,5,May,2,2018
1447394302,62396,63295,0018-04-18,4,Apr,2,2018
1447403135,62396,63295,0018-02-25,2,Feb,1,2018
1447403223,62396,63295,0018-10-30,10,Oct,4,2018
1447373499,62396,63295,0018-03-30,3,Mar,1,2018
1447266970,61452,63295,0018-08-31,8,Aug,3,2018
1447373521,61452,63295,0018-03-16,3,Mar,1,2018
1447304795,61452,63295,0018-03-28,3,Mar,1,2018
1447304801,61452,63295,0018-05-18,5,May,2,2018
1447312469,61452,63295,0018-03-03,3,Mar,1,2018
1447373519,61452,63295,0018-09-27,9,Sep,3,2018
1447229000,61452,63295,0018-12-12,12,Dec,4,2018
1447229004,61452,63295,0018-03-17,3,Mar,1,2018
1447304800,61452,63295,0018-09-17,9,Sep,3,2018
1447373520,61452,63295,0018-07-06,7,Jul,3,2018
1447261172,61452,63295,0018-08-17,8,Aug,3,2018
1447229003,61452,63295,0018-02-23,2,Feb,1,2018
1447304794,61452,63295,0018-01-22,1,Jan,1,2018
1447373517,61452,63295,0018-08-21,8,Aug,3,2018
1447373518,61452,63295,0018-06-11,6,Jun,2,2018
1447304797,61452,63295,0018-08-01,8,Aug,3,2018
1447229002,61452,63295,0018-08-04,8,Aug,3,2018
1447373516,61452,63295,0018-09-05,9,Sep,3,2018
1447229005,61452,63295,0018-12-23,12,Dec,4,2018
1447304796,61452,63295,0018-08-19,8,Aug,3,2018
1447194397,61452,63295,0018-09-20,9,Sep,3,2018
1447229001,61452,63295,0018-02-25,2,Feb,1,2018
1447373462,60895,63295,0018-07-16,7,Jul,3,2018
1447194394,60895,63295,0018-06-18,6,Jun,2,2018
1447194396,60895,63295,0018-07-15,7,Jul,3,2018
1447194395,60895,63295,0018-08-12,8,Aug,3,2018
1447304798,61452,63295,0018-11-07,11,Nov,4,2018
1447304799,61452,63295,0018-06-29,6,Jun,2,2018
1447373477,59765,63295,0018-07-08,7,Jul,3,2018
1447305016,59765,63295,0018-01-11,1,Jan,1,2018
1447373463,59618,63295,0018-06-15,6,Jun,2,2018
1447390898,61978,63295,0018-01-15,1,Jan,1,2018
