PLANTPRODCUST_ID,PRODUCT_ID,PLANT_LOCATION_ID,CUSTOMER
59511,1674382,12,
59512,1671246,23,
59513,1683419,21,
59515,1697951,15,
59516,1693117,14,
59521,1682983,14,
59527,1696261,19,
59528,1683523,13,
59529,1683134,14,
59532,1644308,14,
59534,1683528,21,
59535,1684773,21,
59536,1684722,13,
59537,1684645,15,
59539,1687191,13,
59542,1694556,12,
59545,1669098,12,
59549,1669740,24,
59551,1681701,23,
59553,1696533,27,
59557,1693700,15,
59558,1683560,14,
59559,1656871,16,
59561,1702652,27,
59563,1697952,14,
59564,1682769,22,
59568,1685270,24,
59569,1699327,14,
59572,1692708,27,
59573,1650942,16,
59574,1681883,21,
59578,1666441,14,
59580,1696255,19,
59582,1693536,12,
59584,1689784,14,
59585,1699555,14,
59586,1669701,14,
59587,1688610,21,
59589,1681880,21,
59590,1685268,24,
59593,1691790,24,
59594,1688571,22,
59596,1694385,24,
59598,1683773,15,
59600,1668346,14,
59601,1668189,14,
59606,1696254,19,
59608,1689550,21,
59609,1680249,23,
59611,1650904,14,
59614,1668609,14,
59615,1698997,14,
59617,1692114,16,
59619,1663347,14,
59622,1682751,14,
59626,1668426,16,
59629,1684637,21,
59630,1699951,14,
59633,1682760,22,
59634,1692998,14,
59635,1689546,13,
59637,1699285,14,
59638,1688621,13,
59639,1676152,28,
59640,1683107,12,
59642,1696532,27,
59644,1684646,13,
59645,1683760,22,
59648,1700657,14,
59649,1694274,24,
59650,1682832,22,
59655,1700380,27,
59656,1681376,24,
59658,1685284,24,
59659,1689145,14,
59661,1690630,14,
59664,1660579,14,
59665,1685293,24,
59667,1691906,12,
59668,1699841,14,
59670,1668345,14,
59671,1684642,15,
59675,1697243,12,
59678,1693699,15,
59681,1650571,14,
59682,1690616,13,
59683,1699515,14,
59685,1687422,12,
59686,1673352,29,
59689,1652885,24,
59690,1684725,13,
59691,0,30,
59692,1683405,13,
59693,1698131,14,
59694,1621719,23,
59695,0,29,
59696,1685010,12,
59698,1687419,12,
59699,1669740,29,
59700,1660530,13,
59701,1698196,14,
59704,1685527,15,
59705,1682835,13,
59706,1667123,15,
59707,1688575,14,
59708,1687669,12,
59709,1681897,19,
59710,1693700,14,
59711,1693626,14,
59714,1682790,22,
59716,1696640,27,
59721,1700371,27,
59723,1690315,27,
59725,1697052,28,
59726,1699329,14,
59728,1652604,14,
59732,1699798,14,
59734,1684559,14,
59735,1680716,14,
59736,1670657,12,
59741,1662395,14,
59743,1667927,14,
59744,1669702,14,
59745,1699794,14,
59746,1688290,13,
59747,1634730,14,
59749,1671955,14,
59751,1688868,27,
59752,1685835,12,
59754,1683359,14,
59755,1666954,14,
59756,1700693,25,
59758,1668412,16,
59759,1682982,14,
59761,1691766,24,
59762,1698748,12,
59764,1688043,12,
59768,1684659,21,
59773,1680753,15,
59775,1671832,14,
59777,1677864,28,
59778,1693893,24,
59779,1696021,24,
59782,1684767,22,
59783,1669685,14,
59786,1683294,21,
59790,1682778,21,
59792,1700875,14,
59793,1673344,12,
59794,1696260,19,
59795,1689543,13,
59796,1691546,14,
59799,1699318,14,
59802,1686764,23,
59804,1687420,12,
59805,1683365,17,
59807,1683357,21,
59808,1680742,13,
59810,1689547,13,
59812,1672826,28,
59814,1696206,24,
59816,1664245,14,
59817,1694270,24,
59819,1684756,12,
59821,1684725,21,
59824,1696214,15,
59826,1688877,12,
59827,1691769,24,
59828,1664406,12,
59829,1700306,12,
59831,1683405,14,
59833,1691544,14,
59835,1700308,12,
59837,1680712,15,
59838,1697127,12,
59843,1686001,12,
59844,0,23,
59847,1690633,14,
59848,1692737,27,
59849,1690153,12,
59852,1679124,28,
59854,1673317,12,
59856,1694674,12,
59858,1688294,14,
59859,1682790,13,
59861,1689782,14,
59863,1643057,14,
59864,1699553,14,
59865,1672713,14,
59866,1688781,27,
59867,1653588,14,
59870,1689551,21,
59872,1691767,24,
59873,1693538,12,
59874,1690628,22,
59875,1687713,27,
59876,1684669,16,
59879,1662554,14,
59882,1686762,23,
59887,1692679,12,
59888,1689543,14,
59891,1694271,24,
59893,1689142,14,
59895,1672708,14,
59897,1699955,14,
59898,1671906,14,
59899,1692277,17,
59905,1697081,16,
59908,1650880,14,
59915,1683760,17,
59917,1697874,14,
59918,1684722,15,
59922,1691779,24,
59923,1699946,15,
59924,1683419,14,
59927,1644050,14,
59932,1685832,12,
59936,1684724,15,
59937,1690621,13,
59938,1688575,13,
59939,1699767,15,
59943,1698657,12,
59944,1679948,12,
59945,1689544,14,
59949,1686758,14,
59950,1685107,13,
59953,1699836,14,
59955,1689549,21,
59957,1696263,18,
59958,1688035,27,
59959,1699675,14,
59960,1689601,14,
59961,1692994,14,
59962,1681888,18,
59963,1680674,15,
59967,1694568,12,
59968,1676942,14,
59969,1690374,12,
59971,1688587,21,
59972,1685264,24,
59975,1673774,27,
59977,1684768,21,
59979,1681957,16,
59981,1668716,24,
59982,1701320,12,
59984,1684771,21,
59985,1700539,14,
59986,1686463,14,
59987,1684637,15,
59989,1683531,21,
59990,1683808,13,
59993,1677348,27,
59997,1684646,15,
59998,1690145,24,
60001,1686707,12,
60003,1702224,23,
60004,1695974,12,
60005,1691546,21,
60007,1700094,14,
60008,1696753,14,
60010,1673352,12,
60011,1656879,16,
60012,1699361,14,
59501,1687346,14,Customer_29
59503,1680210,14,Customer_05
59508,1682739,14,Customer_32
59510,1686657,23,Customer_39
59514,1668612,14,Customer_21
59517,1677878,14,Customer_21
59518,1663337,14,Customer_21
59519,0,21,Customer_19
59520,1697086,14,Customer_14
59522,1658528,14,Customer_39
59523,1650905,14,Customer_05
59524,1649002,14,Customer_13
59525,1682832,14,Customer_28
59526,1685214,14,Customer_21
59530,1655985,23,Customer_28
59531,1684005,24,Customer_35
59533,1673710,14,Customer_21
59538,1687689,14,Customer_31
59540,1636236,14,Customer_32
59541,1696073,14,Customer_28
59543,1682769,14,Customer_33
59544,1693740,14,Customer_10
59546,1696746,14,Customer_13
59547,1653237,24,Customer_28
59548,1684755,14,Customer_46
59550,1693117,14,Customer_25
59552,1672676,14,Customer_09
59554,1699564,14,Customer_42
59555,1675654,14,Customer_15
59556,1689145,14,Customer_05
59560,1688575,14,Customer_42
59562,1696752,14,Customer_13
59565,1655985,23,Customer_33
59566,1684560,14,Customer_37
59567,1682709,14,Customer_46
59570,1671416,14,Customer_32
59571,1679638,14,Customer_32
59575,1668345,14,Customer_32
59576,1657474,14,Customer_13
59577,1697085,14,Customer_07
59579,1675655,14,Customer_28
59581,1658532,14,Customer_01
59583,1699166,14,Customer_25
59588,1668421,14,Customer_21
59591,1699537,14,Customer_42
59592,1699798,14,Customer_27
59595,1677877,14,Customer_01
59597,1697884,27,Customer_16
59599,1689541,14,Customer_15
59602,1685212,14,Customer_32
59603,1672720,14,Customer_33
59604,1696260,19,Customer_31
59605,1662238,14,Customer_26
59607,1697085,14,Customer_28
59610,1672706,14,Customer_32
59612,1692955,14,Customer_29
59613,1690143,24,Customer_35
59616,1666441,14,Customer_14
59618,1682739,14,Customer_13
59620,1699575,14,Customer_42
59621,1674635,23,Customer_09
59623,1656246,14,Customer_15
59624,1685028,14,Customer_36
59625,1660551,14,Customer_13
59627,1699794,14,Customer_22
59628,1699623,14,Customer_42
59631,1672721,14,Customer_42
59632,1651298,14,Customer_15
59636,1645070,14,Customer_14
59641,1688589,14,Customer_42
59643,1689145,14,Customer_21
59646,1660563,14,Customer_15
59647,1656246,14,Customer_21
59651,1668421,14,Customer_31
59652,1668606,14,Customer_13
59653,1669702,14,Customer_13
59654,1697081,14,Customer_21
59657,1677692,14,Customer_14
59660,1700106,27,Customer_16
59662,1683407,14,Customer_29
59663,1657437,14,Customer_31
59666,1687346,14,Customer_21
59669,1699561,14,Customer_27
59672,1652080,14,Customer_15
59673,1699954,14,Customer_05
59674,1697084,14,Customer_23
59676,1677692,14,Customer_15
59677,1698898,14,Customer_21
59679,1688288,14,Customer_39
59680,1666994,23,Customer_35
59684,1672344,19,Customer_31
59687,1681701,23,Customer_12
59688,1652883,24,Customer_28
59697,1692940,14,Customer_29
59702,1674598,14,Customer_36
59703,1677891,14,Customer_44
59712,1682802,14,Customer_13
59713,1699948,14,Customer_32
59715,1644308,14,Customer_24
59717,1699795,14,Customer_42
59718,1677891,14,Customer_22
59719,1697067,14,Customer_13
59720,1623991,14,Customer_21
59722,1657064,14,Customer_21
59724,1699290,14,Customer_27
59727,1658532,14,Customer_28
59729,1699345,14,Customer_42
59730,1680210,14,Customer_23
59731,1635536,14,Customer_21
59733,1651299,14,Customer_26
59737,1660885,14,Customer_14
59738,1695862,20,Customer_36
59739,1697081,14,Customer_32
59740,1696754,14,Customer_24
59742,1684862,14,Customer_10
59748,1693105,14,Customer_24
59750,1677891,14,Customer_26
59753,1686215,14,Customer_36
59757,1653588,14,Customer_15
59760,1689145,14,Customer_13
59763,1662552,14,Customer_32
59765,1672722,14,Customer_13
59766,1677891,14,Customer_14
59767,1676563,14,Customer_39
59769,1687346,14,Customer_28
59770,1699954,14,Customer_13
59771,1699792,14,Customer_22
59772,1692109,14,Customer_15
59774,1699953,14,Customer_14
59776,1685329,23,Customer_39
59780,1677889,14,Customer_13
59781,1693192,14,Customer_22
59784,1666507,14,Customer_21
59785,1699433,14,Customer_39
59787,1699674,14,Customer_42
59788,1697087,14,Customer_23
59789,1655723,14,Customer_32
59791,1682799,14,Customer_38
59797,1696456,14,Customer_13
59798,1681890,19,Customer_31
59800,1677889,14,Customer_26
59801,1701972,14,Customer_22
59803,1689786,14,Customer_21
59806,1699625,14,Customer_42
59809,1700094,14,Customer_32
59811,1668492,14,Customer_22
59813,1689543,14,Customer_39
59815,1652604,14,Customer_14
59818,1700139,14,Customer_36
59820,1673710,14,Customer_22
59822,1682805,14,Customer_09
59823,1658532,14,Customer_39
59825,1666519,14,Customer_18
59830,1700557,14,Customer_10
59832,1699329,14,Customer_42
59834,1699298,14,Customer_25
59836,1700130,14,Customer_36
59839,1674853,14,Customer_15
59840,1686762,23,Customer_17
59841,1685212,14,Customer_21
59842,1682757,14,Customer_42
59845,1660668,14,Customer_39
59846,1700105,14,Customer_32
59850,1689549,14,Customer_46
59851,1699353,14,Customer_25
59853,1682865,14,Customer_14
59855,1687353,23,Customer_29
59857,1689550,14,Customer_09
59860,1689779,14,Customer_42
59862,1699946,14,Customer_21
59868,1689547,14,Customer_46
59869,1697084,14,Customer_44
59871,1680245,23,Customer_30
59877,1676563,14,Customer_24
59878,1699770,14,Customer_21
59880,1697317,27,Customer_16
59881,1685332,23,Customer_39
59883,1699841,14,Customer_42
59884,1689296,14,Customer_22
59885,1680781,14,Customer_32
59886,1699524,14,Customer_27
59889,1699231,14,Customer_22
59890,1692724,27,Customer_15
59892,1696798,27,Customer_16
59894,1668612,14,Customer_22
59896,1666443,14,Customer_36
59900,1679639,14,Customer_44
59901,1683191,14,Customer_31
59902,1688621,14,Customer_42
59903,1699539,14,Customer_22
59904,1654498,14,Customer_14
59906,1654766,14,Customer_21
59907,1650904,14,Customer_14
59909,1676853,14,Customer_15
59910,1699526,14,Customer_42
59911,1671832,14,Customer_10
59912,1666954,14,Customer_18
59913,1660897,14,Customer_18
59914,1663337,14,Customer_28
59916,1677878,14,Customer_44
59919,1690001,14,Customer_21
59920,1700366,14,Customer_02
59921,1700138,14,Customer_39
59925,1696262,19,Customer_31
59926,1700869,14,Customer_46
59928,1668099,14,Customer_13
59929,1649008,14,Customer_14
59930,1692402,14,Customer_21
59931,1699844,14,Customer_27
59933,1702016,14,Customer_36
59934,1699188,14,Customer_27
59935,1699952,14,Customer_43
59940,1675615,14,Customer_28
59941,1700887,14,Customer_39
59942,1671997,14,Customer_33
59946,1662274,14,Customer_21
59947,1668547,14,Customer_22
59948,1697080,14,Customer_23
59951,1676853,14,Customer_21
59952,1699670,14,Customer_22
59954,1686435,27,Customer_21
59956,1689554,14,Customer_26
59964,1666524,14,Customer_36
59965,1637055,23,Customer_28
59966,0,13,Customer_33
59970,1699369,14,Customer_39
59973,1687346,14,Customer_25
59974,1680210,14,Customer_44
59976,1675746,14,Customer_15
59978,1683197,14,Customer_22
59980,1668346,14,Customer_25
59983,1688292,14,Customer_09
59988,1683190,14,Customer_44
59991,1699951,14,Customer_32
59992,1699689,14,Customer_27
59994,1663341,14,Customer_28
59995,1650905,14,Customer_31
59996,1700138,14,Customer_22
59999,1649002,14,Customer_15
60000,1676699,14,Customer_36
60002,1689031,14,Customer_13
60006,1696753,14,Customer_24
60009,1660583,14,Customer_28
60958,1698759,,
60102,1681890,18,
60104,1681895,18,
60105,1699770,14,
60106,1691786,24,
60107,1690143,24,
60109,1684636,14,
60110,1674493,12,
60112,1677324,27,
60114,1683426,22,
60116,1673710,14,
60117,1699757,27,
60119,1685369,28,
60120,1691393,27,
60122,1699624,27,
60124,1685277,24,
60125,1700140,14,
60126,1691700,19,
60129,1682754,14,
60130,1680697,22,
60134,0,17,
60136,1700869,14,
60137,1685027,14,
60138,1693453,14,
60141,1667126,16,
60142,1683935,14,
60145,1685076,24,
60147,1679111,27,
60149,1690634,21,
60151,1661550,24,
60152,1652615,14,
60153,1685259,24,
60155,1699188,14,
60157,1675654,14,
60158,1691756,24,
60160,1682736,14,
60161,1687707,12,
60162,1668128,14,
60165,1683392,21,
60166,1694604,12,
60167,1694272,24,
60171,1699224,27,
60172,1680742,15,
60173,1689782,22,
60174,1666957,23,
60176,1688288,13,
60181,1666466,14,
60182,1679999,27,
60183,1692277,14,
60184,1699268,14,
60187,1700360,14,
60189,1699948,15,
60193,1695348,21,
60195,1677485,27,
60198,1677578,16,
60199,1699369,14,
60202,1682850,14,
60203,1667125,16,
60207,1684330,14,
60209,1668344,14,
60210,1682859,22,
60214,1687660,12,
60218,1664251,14,
60220,1643056,14,
60222,1696256,16,
60227,1684771,15,
60229,1683769,17,
60230,1682709,13,
60231,1687892,12,
60232,1688589,14,
60233,1668094,14,
60236,1682651,22,
60240,1692984,14,
60241,1678493,14,
60242,1683999,24,
60243,1684319,27,
60244,1692729,27,
60245,1666295,14,
60246,1666959,23,
60247,1694389,24,
60250,1692940,14,
60251,1677472,27,
60252,1689502,16,
60255,1684725,15,
60257,1682787,22,
60258,1667679,16,
60259,1672564,16,
60260,1688610,13,
60263,1699630,27,
60267,1699421,14,
60268,1664416,12,
60269,1682805,13,
60270,1688750,17,
60272,1671354,16,
60274,1689940,15,
60281,1697800,24,
60282,1688587,22,
60284,1699371,14,
60286,1672003,14,
60288,1670215,14,
60289,1696215,14,
60290,1696259,18,
60291,1689146,14,
60293,1699976,14,
60294,1676851,14,
60298,1682832,14,
60300,1697317,27,
60302,1699552,14,
60303,1689012,14,
60304,1679951,12,
60305,1699670,20,
60306,1699425,14,
60307,1696752,14,
60308,1679938,12,
60310,1693453,16,
60312,1690631,14,
60314,1699795,14,
60319,1689545,21,
60320,1688778,27,
60322,1699231,14,
60324,1682757,22,
60325,1699215,27,
60327,1682790,14,
60329,1689543,22,
60330,1687643,14,
60333,1685593,16,
60335,1679638,14,
60337,1689544,13,
60338,1672345,19,
60340,1685028,14,
60341,1685307,24,
60342,1664246,14,
60345,1684647,14,
60347,1684743,13,
60348,1683769,21,
60349,1682829,14,
60354,1677877,14,
60356,1681898,18,
60357,1683409,22,
60360,1699797,14,
60361,1666519,14,
60363,1685263,24,
60366,1699525,14,
60367,1683134,13,
60368,1696574,27,
60371,1699766,14,
60372,1681129,12,
60373,1686673,27,
60375,1676699,14,
60376,1644200,14,
60377,1654498,14,
60378,1672344,21,
60379,1700097,14,
60381,1692974,14,
60385,1677256,27,
60386,1696113,16,
60388,1699842,14,
60390,1692109,14,
60393,1693602,14,
60394,1686401,14,
60395,1682865,14,
60397,1699416,14,
60398,1682778,22,
60399,1679947,12,
60400,1685282,24,
60401,1691901,12,
60402,1699700,14,
60403,1688575,21,
60405,1683365,21,
60406,1700135,12,
60407,1682769,14,
60409,1690616,22,
60410,1685261,24,
60411,1683808,21,
60412,1654621,14,
60414,1690327,14,
60416,1697084,14,
60418,1699419,14,
60421,1672565,16,
60423,1685836,12,
60426,1655982,14,
60433,1687191,22,
60435,1681953,16,
60436,1695346,14,
60438,1690155,12,
60439,1688102,15,
60440,1681374,12,
60441,1679944,12,
60446,1696017,24,
60448,1693534,12,
60449,1663140,18,
60451,1672000,14,
60452,1623991,14,
60455,1688288,21,
60457,1691761,24,
60458,1693529,12,
60459,1692114,14,
60460,1693081,14,
60464,1668369,27,
60466,1672347,18,
60469,1670651,12,
60475,1687423,12,
60477,1689548,21,
60478,1683741,15,
60480,1682859,21,
60481,1688678,14,
60482,1690621,22,
60485,1688955,12,
60488,1666992,23,
60489,1698015,14,
60492,1697084,16,
60493,1699766,15,
60494,1696262,18,
60495,1681775,14,
60496,1672722,14,
60498,1689641,27,
60499,1672707,14,
60501,1671836,14,
60503,1692852,12,
60504,1701972,14,
60506,1691532,14,
60508,1690634,22,
60511,1701418,27,
60513,1685290,24,
60514,0,18,
60515,1697872,14,
60517,1684745,15,
60518,1684796,14,
60520,1692223,12,
60523,1677889,14,
60527,1687644,14,
60528,1697085,16,
60529,1688746,21,
60530,1691788,24,
60531,1689469,14,
60533,1683399,14,
60534,1660577,14,
60535,1699214,14,
60537,1668557,14,
60538,1700014,14,
60539,1689548,13,
60540,1687384,14,
60545,1690630,22,
60547,1700003,14,
60548,1673716,27,
60550,1689783,22,
60551,1672345,18,
60552,1685834,12,
60553,1695927,12,
60554,1671966,14,
60556,1671945,14,
60557,1677614,12,
60558,1683417,14,
60561,1689032,14,
60562,1694559,12,
60564,1697428,12,
60565,1677504,27,
60569,1692955,14,
60570,1680561,14,
60571,1688106,15,
60573,1692108,16,
60574,1672052,14,
60575,1683354,22,
60576,1672117,14,
60578,1664340,16,
60579,1664051,14,
60580,1685599,16,
60581,1685273,24,
60582,1699326,14,
60583,1689544,21,
60584,1698320,12,
60585,1695345,21,
60586,1668612,14,
60588,1699526,14,
60589,1693019,14,
60590,1696205,24,
60592,1682769,21,
60593,1655818,14,
60595,1679950,12,
60596,1698015,15,
60597,1680961,24,
60599,1698898,14,
60600,1684767,13,
60601,1697212,27,
60602,1693527,12,
60603,1691791,24,
60604,1685841,12,
60605,1701324,12,
60606,1690616,21,
60607,1691548,14,
60608,1698128,15,
60609,1653237,24,
60610,1674916,28,
60611,1691700,21,
60614,1692056,21,
60616,1682763,14,
60617,1664254,14,
60618,1694783,27,
60619,1696262,16,
60622,1696299,14,
60623,1684730,21,
60624,1696073,15,
60626,1674384,12,
60627,1684717,16,
60629,1690265,12,
60634,1687417,12,
60635,1688750,15,
60637,1682712,14,
60639,1684752,22,
60640,1691759,24,
60641,1689788,14,
60642,1680742,14,
60646,1681379,24,
60650,1696290,14,
60652,1670498,24,
60653,1683403,21,
60656,1696020,24,
60657,1689545,14,
60658,1679943,12,
60660,1682805,21,
60661,0,20,
60669,1684740,13,
60670,1694384,24,
60671,1685276,24,
60676,0,22,
60677,1684743,15,
60682,1682793,13,
60683,1691937,12,
60685,1697526,12,
60687,1682681,14,
60688,1689785,14,
60689,1697443,15,
60692,1696075,15,
60694,1699353,14,
60696,1688615,14,
60700,1682757,13,
60703,1683528,16,
60704,1690630,21,
60705,1681778,16,
60709,1686754,14,
60712,1681778,14,
60713,1680210,14,
60715,1686002,12,
60718,1685378,28,
60719,1660883,29,
60720,1690372,12,
60722,1684645,13,
60726,1649002,14,
60727,1687642,14,
60728,1686209,15,
60729,1685275,24,
60730,0,28,
60731,1682784,14,
60732,1662317,14,
60733,1699666,14,
60741,1675746,16,
60752,1697434,12,
60753,1689617,12,
60754,1688547,12,
60760,1702654,27,
60761,1685292,24,
60764,1691650,14,
60765,1676151,28,
60766,1672483,12,
60767,1684752,15,
60768,1684649,21,
60769,1700121,14,
60770,1683635,14,
60771,1661315,16,
60773,1683710,18,
60774,1697083,14,
60775,1651126,14,
60778,1699337,27,
60781,1680697,13,
60782,1680966,24,
60783,1656246,14,
60791,1689785,22,
60792,1682799,22,
60794,1688292,21,
60795,1650946,16,
60796,1683388,14,
60797,1666994,29,
60798,1684724,13,
60799,1677692,14,
60804,1660585,14,
60805,1692863,12,
60807,1700738,14,
60808,1662989,16,
60809,1695817,14,
60811,1684524,12,
60813,1690488,12,
60815,1682838,14,
60816,1685107,17,
60817,0,26,
60819,1684741,15,
60820,1684724,21,
60821,1684170,14,
60822,1681468,12,
60823,1685288,24,
60824,1680718,15,
60825,1685167,27,
60828,1696201,24,
60829,1699242,14,
60830,1682739,14,
60834,1699951,15,
60836,1683424,14,
60837,1690614,13,
60839,1697444,15,
60841,1683773,14,
60842,1683740,15,
60843,1697306,14,
60844,1699623,14,
60845,1683760,13,
60847,1690621,14,
60849,1668496,14,
60850,1697080,16,
60852,1675810,23,
60855,1682835,14,
60856,1682757,14,
60857,1682778,14,
60859,1621719,24,
60861,1699674,14,
60864,1683426,13,
60867,1699524,14,
60870,0,24,
60872,1685491,15,
60875,1689546,22,
60877,1683527,21,
60878,1689781,22,
60879,1699697,14,
60886,1683361,17,
60887,1687774,14,
60890,1699380,14,
60896,1689784,22,
60899,1699946,14,
60900,1684637,13,
60903,1668343,14,
60909,1699948,14,
60911,1684649,15,
60912,1681688,23,
60913,1694273,24,
60915,1683407,22,
60916,1644062,14,
60917,1687708,12,
60918,1683523,16,
60920,1699950,15,
